164.91	177.42	186.59	158.29	191.86
120.51	111.46	114.57	102.96	76.77
38.64	31.65	30.96	31.55	5.33
118.26	119.74	115.53	113.03	116.7
86.45	73.71	68.45	67.07	46.07
30.48	8.54	8.77	16.71	1.96
129.46	85.63	83.02	80.08	82.75
88.18	65.95	65.81	61.38	60.14
37.16	29.47	34.28	23.94	22.92
99.06	84.27	83.77	77.71	61.73
