29	21	33	31	28	46	30	38	57	56	52	52
23	26	35	34	37	34	38	40	45	54	73	59
17	25	31	26	29	36	36	36	51	49	65	66
20	19	28	34	31	48	34	36	47	60	66	61
20	27	24	29	34	26	38	33	41	59	77	78
19	24	21	34	31	34	38	40	46	50	53	63
20	23	35	37	37	35	36	40	54	55	52	97
20	22	27	27	30	35	38	42	51	50	78	59
19	22	35	29	32	48	42	33	66	47	64	57
23	22	30	35	38	29	41	40	52	61	53	56
